tempo,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rms,chroma_stft,onset_strength_mean,onset_strength_std,pitch_variance,spectral_flux_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,label,song_id,segment_type
112.5,3353.2149706879454,3149.3676593041955,6758.856758798436,0.08790017191388198,0.17805748,0.40415743,1.2547678,1.0980648,0.084714584,1.0980648,-119.12208,70.36952,133.54633,22.1889,-60.098923,23.707306,62.523808,16.403467,-19.659296,15.905383,32.036724,14.806486,-5.1770635,15.276117,4.6298413,10.360183,-1.6719918,10.585359,-0.30803698,9.366706,2.3092163,9.6950655,-4.9983325,8.708126,0.94781065,8.086319,Vallenato,Silvestre Dangond - Niegame Tres Veces.mp3,final
140.625,2409.025373419224,2768.7726931970037,5304.456985424813,0.05442018641130466,0.050583124,0.45874456,1.1752918,1.3300707,0.0829115,1.3300707,-273.95062,76.24905,139.91199,31.007338,-23.511892,18.710245,47.275074,17.77643,3.8092976,23.141203,17.380838,15.518259,2.9388573,12.569287,-0.2301485,12.322575,3.256026,9.77162,5.451677,9.143974,3.1063693,8.609483,-0.2520125,7.517389,6.2051983,9.2597275,Vallenato,"Omar Geles, Esmeralda Orozco - Una Hoja En Blanco.mp3",inicio
144.23076923076923,2646.9813021452487,3077.161286367202,5853.934300568788,0.05410600615446143,0.09360532,0.38744634,1.2847925,1.3458945,0.089217804,1.3458945,-205.30194,56.045708,147.04478,28.653917,-23.795742,16.060238,50.777817,19.014051,-5.535139,23.081846,16.60399,16.67725,-7.2497697,12.842818,7.576253,11.597017,3.4627671,10.731451,0.12940304,9.158126,-2.8686583,8.343509,0.41813153,9.37749,8.409511,10.307901,Vallenato,"Omar Geles, Esmeralda Orozco - Una Hoja En Blanco.mp3",mitad
148.02631578947367,2977.613398828479,3257.7990596371624,6520.557456452187,0.061795090595005334,0.06774997,0.40138054,1.1066316,1.1258816,0.096871786,1.1258816,-271.63748,141.0014,109.51429,46.51457,-18.651764,25.2046,44.48732,25.321938,-10.201393,20.192972,19.50803,16.204052,-7.8205824,14.752286,7.3224745,12.292678,2.2669435,11.259717,-0.5991861,10.11316,-0.27972686,9.563256,0.3089177,9.83591,3.2281504,8.773933,Vallenato,"Omar Geles, Esmeralda Orozco - Una Hoja En Blanco.mp3",final
114.79591836734694,2755.0652762069913,3294.42210076583,5997.792059189477,0.05504767902372912,0.20853785,0.39337027,1.2586555,1.341604,0.08883994,1.341604,-119.573235,69.71675,151.59834,26.188416,-32.857277,20.400179,50.01695,17.004154,-9.526793,17.18199,30.355125,14.573133,-15.228164,14.543648,8.33828,13.131755,-7.814362,11.820805,2.6387367,8.620341,-2.7429602,10.246507,1.0703421,8.919401,4.7712984,8.746683,Vallenato,Silvestre Dangon - Que No Se Enteren.mp3,inicio
114.79591836734694,2684.9546067442307,3271.6873880467588,5843.627799502311,0.055386334096160686,0.20943727,0.38294095,1.1015556,0.82048696,0.08091335,0.82048696,-107.34014,44.332684,157.60558,16.945185,-39.446514,16.52711,51.008343,11.918042,-15.945557,13.520261,31.593227,10.749034,-9.036978,11.709304,14.9471245,10.390161,-14.239305,9.005098,1.3382503,7.6938906,-5.1480618,9.307991,-1.4431306,7.523391,5.7373323,7.1263103,Vallenato,Silvestre Dangon - Que No Se Enteren.mp3,mitad
114.79591836734694,3381.551941598845,3563.488659709027,7270.082540881621,0.08470004638064343,0.11529808,0.43804604,1.0291926,1.1679864,0.081782654,1.1679864,-215.30533,140.75745,127.89039,50.15533,-13.815611,22.168007,42.47656,22.034443,-6.8464384,19.567799,22.724287,15.070357,-6.2160964,12.502088,10.136505,11.242495,-7.702283,8.87345,3.6081192,8.496847,1.423437,6.207149,1.3943322,5.885992,3.4454896,6.6341996,Vallenato,Silvestre Dangon - Que No Se Enteren.mp3,final
148.02631578947367,4044.79416027519,3346.153927464,7535.452030750089,0.12482155950053324,0.20191534,0.36035174,1.429398,1.2675717,0.08559276,1.2675717,-106.741714,76.92681,111.31896,29.851099,-59.700516,23.909945,72.81772,21.082838,-28.227343,16.052204,27.642708,15.959875,-11.372878,14.181412,2.8520122,12.269943,-11.96331,10.566074,10.541258,9.497341,2.519836,9.062703,-4.007243,8.97658,4.747336,8.296443,Vallenato,Diomedes Diaz - La Plata.mp3,inicio
148.02631578947367,4233.713041384312,3579.0704494971715,8073.589695165304,0.12401024540081763,0.18225726,0.47005418,1.4334666,1.3091787,0.08081256,1.3091787,-101.208374,45.78561,116.26791,26.098759,-51.967945,19.41669,79.62519,17.240002,-27.15021,15.632383,32.606625,15.465694,-9.571804,14.780314,7.857216,10.750254,-9.619114,9.287383,10.185313,8.551688,1.5724826,7.770846,-5.6206474,8.738966,0.9463298,7.4527903,Vallenato,Diomedes Diaz - La Plata.mp3,mitad
148.02631578947367,3849.872088271914,3378.488125404565,7372.306034482759,0.10909397357136509,0.1892417,0.46617046,1.3140696,1.0899063,0.07685696,1.0899063,-104.25702,82.25863,125.76564,24.167894,-56.506,17.16341,75.07001,17.82853,-23.668472,16.007221,27.014013,17.964018,-6.573258,14.770692,8.298867,11.687936,-13.335737,10.2164345,5.374632,10.601477,0.28360644,8.75309,-6.9285793,8.215111,2.2743683,7.9554634,Vallenato,Diomedes Diaz - La Plata.mp3,final
