tempo,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rms,chroma_stft,onset_strength_mean,onset_strength_std,pitch_variance,spectral_flux_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,harm_perc_ratio,spectral_flatness_mean,tonnetz_0_std,tonnetz_1_std,tonnetz_2_std,tonnetz_3_std,tonnetz_4_std,tonnetz_5_std,tempo_cv,bass_ratio,label,song_id,segment_type
99.38401442307692,1889.7213270575937,1289.0385938279728,2757.3833264802633,0.05933221870162539,0.05404072627425194,0.2287975400686264,0.538859486579895,0.4919028580188751,0.09789922833442688,36.587581634521484,-433.3211975097656,26.276567459106445,108.45914459228516,18.63890266418457,-154.43161010742188,12.827417373657227,-43.27997970581055,11.558708190917969,-25.885061264038086,9.046113014221191,-33.4785041809082,5.3054070472717285,-4.418997287750244,5.906195163726807,-24.862653732299805,6.41765022277832,-15.251776695251465,3.7704503536224365,-15.434378623962402,4.939345836639404,-25.312461853027344,6.077077865600586,-12.734125137329102,5.076855659484863,-12.585509300231934,9.453513145446777,47.11213127447177,2.275729912071256e-06,0.49627807042699057,0.4472858570900528,0.5266787049030354,0.3248847182977298,0.1248640406304835,0.15048189670300458,0.07842569739311137,0.030688556064957247,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0026
97.50884433962264,1836.770993229109,1383.8789846673913,2863.832682795569,0.059444462920859135,0.061549678444862366,0.23257969319820404,0.7287638187408447,0.4555877447128296,0.08808933198451996,163.03106689453125,-364.3104248046875,46.08655548095703,144.98866271972656,35.22430419921875,-119.36534881591797,30.7367000579834,-25.078439712524414,29.01436424255371,-2.7621355056762695,20.80517578125,-24.258649826049805,12.603137969970703,-2.7834203243255615,9.711387634277344,-15.217608451843262,11.641678810119629,-11.111420631408691,8.611519813537598,-10.65810775756836,6.4883575439453125,-16.93587303161621,6.2835001945495605,-8.6398286819458,7.066786766052246,-10.994001388549805,7.21688175201416,19.605636887850174,8.768568477535155e-06,0.35899733048668186,0.4104865596378608,0.3715202048228536,0.24914089194371777,0.09037588692570829,0.14082303934577417,0.04495901171655421,9.03678421573919,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0034
129.19921875,2572.2882540264113,2198.422368935971,4256.140930364744,0.08393977965363777,0.0324367918074131,0.20545145869255066,0.9107303023338318,0.2916733920574188,0.0843188539147377,44.18313217163086,-392.40606689453125,29.224956512451172,93.90813446044922,25.31082534790039,-98.1576156616211,12.367475509643555,30.243852615356445,12.096664428710938,-12.310687065124512,8.070062637329102,-24.51519775390625,7.605865955352783,-20.92925262451172,7.034366130828857,-12.000078201293945,9.420172691345215,-13.2720365524292,6.8510355949401855,-5.294075965881348,10.160445213317871,-3.3205599784851074,9.437825202941895,-19.588964462280273,7.423822402954102,-19.245737075805664,8.359965324401855,38.07835694110659,5.86162532272283e-05,0.3139165166205477,0.30752730378467075,0.4830956356738505,0.24265502873260167,0.17955031966023052,0.12836363977897305,0.08583479883576198,0.41880995622148276,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0015
126.04801829268293,2042.4397173636837,2221.454157567336,3706.09425642173,0.05964816539280186,0.113096222281456,0.23171564936637878,0.8538077473640442,0.2943354845046997,0.08109943568706512,452.5643005371094,-204.1692352294922,44.924888610839844,163.3775634765625,18.942676544189453,-66.29615020751953,10.544811248779297,28.51615333557129,12.019537925720215,-4.157744407653809,7.4279985427856445,3.5797312259674072,8.657927513122559,-8.85018253326416,6.639820098876953,0.7419425845146179,6.851198196411133,-12.858176231384277,7.856341361999512,-7.551605224609375,5.784326553344727,-9.722444534301758,6.55763578414917,-8.162489891052246,7.202813625335693,-6.111369609832764,5.714488506317139,13.56209180979497,7.054439629428089e-05,0.31740625772009085,0.23517919711100418,0.4192619351368112,0.3255969474776349,0.15065371369742522,0.15431865212495488,0.07465629812905077,18.502841086912984,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0040
97.50884433962264,1866.9593206014965,1403.1464241681301,2862.8993551059402,0.06153704285990712,0.0750160813331604,0.22029085457324982,0.7123608589172363,0.4552578330039978,0.09316514432430267,143.92959594726562,-359.497802734375,42.732723236083984,133.32139587402344,31.624065399169922,-117.94804382324219,30.139114379882812,-27.97338104248047,27.373655319213867,-9.344863891601562,18.641403198242188,-22.9925594329834,14.534465789794922,-2.7679784297943115,11.709848403930664,-16.54648780822754,11.70194149017334,-13.519389152526855,8.196369171142578,-15.027257919311523,7.002336502075195,-19.838932037353516,8.47081470489502,-8.895684242248535,8.98421573638916,-4.295326232910156,12.573030471801758,28.898348824353622,1.8921376977232285e-05,0.3055086134165463,0.3685301733148309,0.3502492823995523,0.37802909669535545,0.17262048226061472,0.13217301589327454,0.04927550886934504,5.690365949847931,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0032
126.04801829268293,2184.5459383287557,2245.535331228183,3870.1765975715944,0.06997123222232972,0.0959017276763916,0.22006046772003174,0.8749240636825562,0.2688145637512207,0.08009021729230881,413.9097900390625,-221.02346801757812,39.654170989990234,157.1746826171875,23.906448364257812,-70.701416015625,9.903864860534668,30.775634765625,9.914834976196289,-4.667476654052734,8.986115455627441,8.47354793548584,6.67356014251709,-11.633187294006348,7.535721778869629,0.1701149046421051,5.9229559898376465,-14.799656867980957,7.574034690856934,-7.227208137512207,5.706758975982666,-8.372906684875488,5.416813850402832,-5.450939655303955,10.383814811706543,-2.7927777767181396,6.639314651489258,13.86679009128607,7.486636604880914e-05,0.26387333485711273,0.36375278954936907,0.32344604015929634,0.3498915311213584,0.13942813022743902,0.1457699480230621,0.05117209836413222,14.889194620545709,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0011
114.84375,2300.06227184362,2213.7701399110088,4082.1086493808048,0.05223702351006192,0.03684065863490105,0.17043185234069824,0.8998686075210571,0.29979437589645386,0.08236514776945114,36.162139892578125,-421.2307434082031,32.57428741455078,78.59965515136719,17.981048583984375,-99.27978515625,12.054269790649414,19.90139389038086,12.478271484375,-21.06916046142578,6.911472797393799,-26.633901596069336,6.993001937866211,-27.965999603271484,7.529796600341797,-17.302749633789062,8.501404762268066,-16.426088333129883,6.37337589263916,-11.879232406616211,11.132441520690918,-12.865213394165039,10.105372428894043,-24.756694793701172,6.25821590423584,-20.397422790527344,8.234017372131348,73.19514145377028,4.158552110311575e-05,0.329626772873917,0.2772424876432651,0.6438425141293542,0.1306222321750917,0.23230465204549572,0.13515146907273778,0.05810487099379654,0.26094676561253694,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0016
120.18531976744185,2371.9176827846445,2147.5577466517057,3992.692523401219,0.08108416577979877,0.03678998351097107,0.33193567395210266,0.8352708220481873,0.5076358914375305,0.09247114509344101,350.3666687011719,-351.5964660644531,85.11527252197266,123.04513549804688,45.27450942993164,-72.09418487548828,27.935096740722656,15.168624877929688,22.363964080810547,-1.272271990776062,15.47082233428955,-25.715576171875,15.706953048706055,-18.85187530517578,12.358441352844238,-12.1609525680542,9.625422477722168,-13.505003929138184,8.451655387878418,-8.718910217285156,8.420751571655273,-7.3309125900268555,8.194433212280273,-12.816888809204102,8.41779899597168,-12.20833969116211,9.384261131286621,6.737045091648143,0.00012600613990798593,0.22852868342068677,0.23836026962271575,0.33610220455437223,0.22165206734759813,0.13148615324436158,0.09445508427868027,0.06149792467270593,13.547951073847514,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0014
123.046875,1584.1559596022207,1742.6451314853193,2937.048906733746,0.0478062113003096,0.12336494773626328,0.31176450848579407,0.7857341766357422,0.21508359909057617,0.08385318517684937,638.8992919921875,-197.98440551757812,36.84449768066406,211.40330505371094,21.668624877929688,-69.73063659667969,8.308562278747559,27.312335968017578,10.447199821472168,2.5341832637786865,7.7623677253723145,-0.06761873513460159,7.855995178222656,-2.246140241622925,6.47853946685791,2.2728002071380615,5.353061676025391,-2.7563774585723877,5.479727745056152,-3.9828360080718994,5.027548789978027,-1.6333903074264526,4.651930809020996,-7.217489242553711,5.879732608795166,-2.144103527069092,6.756854057312012,6.084103946549381,1.9786240954999812e-05,0.22732468995240032,0.33437832685666885,0.34544205583502485,0.27487609092331083,0.10752367895791604,0.1500112695838231,0.04895048276767038,41.092737561877094,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0042
120.18531976744185,2241.244920231448,2282.340660582683,3947.4927967177823,0.07073766749709752,0.09454239159822464,0.21321043372154236,0.8808648586273193,0.290334552526474,0.08066877722740173,304.4787902832031,-222.2842559814453,37.19169616699219,151.4588623046875,24.842391967773438,-73.77249908447266,8.792753219604492,29.121723175048828,10.848423957824707,-6.18392276763916,6.72743558883667,7.322948932647705,7.290237903594971,-12.774157524108887,7.139129161834717,-1.109147310256958,7.060841083526611,-16.327104568481445,7.128390312194824,-7.531522274017334,6.066241264343262,-8.230419158935547,5.466928005218506,-3.9186489582061768,10.917366981506348,-2.513115406036377,7.024688720703125,16.305028930466047,7.58261521696113e-05,0.286180210923084,0.3822184834058796,0.3501291840167374,0.3876635900947628,0.1544277703738759,0.15704997896435574,0.04593716839239524,12.883281588281921,clasicc,Achachak - 01 Buio.mp3.mp3,seg_0004
