genero,artista_nombre,artista_id,imagen_artista,cancion_nombre,cancion_id,duracion_ms,es_explicito,imagen_album
electronica,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,https://i.scdn.co/image/ab6761610000e5ebdd5b57b40cf2aaeccd07835e,Clint Eastwood,1RKUoGiLEbcXN4GY4spQDx,340920,True,https://i.scdn.co/image/ab67616d0000b273f6c46838e4425ea96e2562fe
electronica,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,https://i.scdn.co/image/ab6761610000e5ebdd5b57b40cf2aaeccd07835e,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,222640,False,https://i.scdn.co/image/ab67616d0000b273622aefd794f6fe4d8e714358
electronica,Calvin Harris,7CajNmpbOovFoOoasH2HaY,https://i.scdn.co/image/ab6761610000e5eb8ebba5e60113b48de8c11f6b,Summer,6YUTL4dYpB9xZO5qExPf05,222533,False,https://i.scdn.co/image/ab67616d0000b2738fba5806a323efd272677c4d
electronica,Calvin Harris,7CajNmpbOovFoOoasH2HaY,https://i.scdn.co/image/ab6761610000e5eb8ebba5e60113b48de8c11f6b,We Found Love,6qn9YLKt13AGvpq9jfO8py,215226,False,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46
hiphop,Drake,3TVXtAsR1Inumwj472S9r4,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,Odio (feat. Drake),1iLv1ieT9BZ3qsti9yTCnG,225000,False,https://i.scdn.co/image/ab67616d0000b273e0e4b48b060715c9aa7fca18
hiphop,Drake,3TVXtAsR1Inumwj472S9r4,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,One Dance,1zi7xx7UVEFkmKfv06H8x0,173986,False,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
hiphop,Omar Courtz,3E12tRURRvPfHz0hAMCFYc,https://i.scdn.co/image/ab6761610000e5ebd317f301a85fd77964d94b4d,KOKO,1tz7RZirwiuaJw2p0jbdHb,195146,True,https://i.scdn.co/image/ab67616d0000b27390af5246adcaa93acb721c17
hiphop,Omar Courtz,3E12tRURRvPfHz0hAMCFYc,https://i.scdn.co/image/ab6761610000e5ebd317f301a85fd77964d94b4d,POR SI MAÑANA NO ESTOY,595wwjQiad6e6lSTScmXvz,264946,True,https://i.scdn.co/image/ab67616d0000b27390af5246adcaa93acb721c17
hiphop,Ñengo Flow,12vb80Km0Ew53ABfJOepVz,https://i.scdn.co/image/ab6761610000e5ebda3f48cf2309aacaab0edce2,En Las Noches Frias,0a0JiZejbYYem1W31fldde,255905,False,https://i.scdn.co/image/ab67616d0000b2739f45b2962c9edbf36cb8f3ef
hiphop,Ñengo Flow,12vb80Km0Ew53ABfJOepVz,https://i.scdn.co/image/ab6761610000e5ebda3f48cf2309aacaab0edce2,Diles,6C1RD7YQVvt3YQj0CmuTeu,286040,True,https://i.scdn.co/image/ab67616d0000b273f62aa1dd0b43f583418cd018
hiphop,Kris R.,3i6lAgVHplDXb6zrjIeBeK,https://i.scdn.co/image/ab6761610000e5eba21cbf63d278e9c50b38a4ec,TUKI TUKI,5lZ8kgIFTHbu1PrwMj3Tqr,191752,True,https://i.scdn.co/image/ab67616d0000b27338d387c8592057da3e42f758
hiphop,Kris R.,3i6lAgVHplDXb6zrjIeBeK,https://i.scdn.co/image/ab6761610000e5eba21cbf63d278e9c50b38a4ec,Pico Y Chao (W Sound 08),73PS9sOst7Jwxn95n0AlBS,202803,False,https://i.scdn.co/image/ab67616d0000b273db751ea8f6bb30c6e2dbc9e4
hiphop,Anuel AA,2R21vXR83lH98kGeO99Y66,https://i.scdn.co/image/ab6761610000e5eba23ceb177745632b517cb7b2,Esclava - Remix,2Mgur7BKnpr7OG3izSNFTA,281545,False,https://i.scdn.co/image/ab67616d0000b273fedbb8b8c24837488f35ca7e
hiphop,Anuel AA,2R21vXR83lH98kGeO99Y66,https://i.scdn.co/image/ab6761610000e5eba23ceb177745632b517cb7b2,"YOGURCITO REMIX (feat. Kris R., ROA)",7nrd0eIftH3NQLfgk20Qp9,375381,True,https://i.scdn.co/image/ab67616d0000b2737c0a3b32051a3ca160de361a
hiphop,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,https://i.scdn.co/image/ab6761610000e5eb1c4284179078e2529b1630e2,Diles,6C1RD7YQVvt3YQj0CmuTeu,286040,True,https://i.scdn.co/image/ab67616d0000b273f62aa1dd0b43f583418cd018
hiphop,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,https://i.scdn.co/image/ab6761610000e5eb1c4284179078e2529b1630e2,Me Ama Me Odia,6TZXBJLTIOX6DM6hwCsKw2,326936,False,https://i.scdn.co/image/ab67616d0000b2734084b39ae3c80401165696a1
hiphop,Myke Towers,7iK8PXO48WeuP03g8YR51W,https://i.scdn.co/image/ab6761610000e5eb8372345609bebaf1e948ef7f,5 Estrellas - W Sound 23,7hYlC6s0SXSIwtFlW6NgjT,191397,False,https://i.scdn.co/image/ab67616d0000b2734d30e0725497eff64f01d920
hiphop,Myke Towers,7iK8PXO48WeuP03g8YR51W,https://i.scdn.co/image/ab6761610000e5eb8372345609bebaf1e948ef7f,HOLA QUÉ TAL,0CnS66Yw2oYO2ldpQ4ND4M,198606,True,https://i.scdn.co/image/ab67616d0000b27338f4012b4bfa54fd54d2b61b
hiphop,Bad Bunny,4q3ewBCX7sLwd24euuV69X,https://i.scdn.co/image/ab6761610000e5eb81f47f44084e0a09b5f0fa13,DtMF,3sK8wGT43QFpWrvNQsrQya,237117,True,https://i.scdn.co/image/ab67616d0000b273bbd45c8d36e0e045ef640411
hiphop,Bad Bunny,4q3ewBCX7sLwd24euuV69X,https://i.scdn.co/image/ab6761610000e5eb81f47f44084e0a09b5f0fa13,BAILE INoLVIDABLE,2lTm559tuIvatlT1u0JYG2,367725,True,https://i.scdn.co/image/ab67616d0000b273bbd45c8d36e0e045ef640411
hiphop,Farruko,329e4yvIujISKGKz1BZZbO,https://i.scdn.co/image/ab6761610000e5eb9fdfba2d2da87b9305d50758,Diles,6C1RD7YQVvt3YQj0CmuTeu,286040,True,https://i.scdn.co/image/ab67616d0000b273f62aa1dd0b43f583418cd018
hiphop,Farruko,329e4yvIujISKGKz1BZZbO,https://i.scdn.co/image/ab6761610000e5eb9fdfba2d2da87b9305d50758,Sola (Remix),5q2JbCNi4FcnglgPfxcV65,307910,False,https://i.scdn.co/image/ab67616d0000b273a66def7d649149464edc8f1e
hiphop,Arcángel,4SsVbpTthjScTS7U2hmr1X,https://i.scdn.co/image/ab6761610000e5eb7aab347977373ccf5cb172c1,Pa' Que La Pases Bien,1pLCpA1RN8avJxSD3ZCwhj,214120,False,https://i.scdn.co/image/ab67616d0000b273294ea58a8ac4ae598c46d0b0
hiphop,Arcángel,4SsVbpTthjScTS7U2hmr1X,https://i.scdn.co/image/ab6761610000e5eb7aab347977373ccf5cb172c1,Diles,6C1RD7YQVvt3YQj0CmuTeu,286040,True,https://i.scdn.co/image/ab67616d0000b273f62aa1dd0b43f583418cd018
